itemset_id,item_id,score
9409,22748,2.9611616928173144e-05
9409,151,0.00035422817857711566
25564,27917,0.00018839199920773374
25564,37718,0.0008568191526239414
25564,5974,2.9882629156377295e-06
25564,19794,0.00011969687692918094
2000,34097,6.47925114812561e-05
2000,37284,0.000414715925713934
2000,4986,0.0008233968705029302
25485,33893,2.9068295230822093e-05
25485,2821,1.3561917329905126e-05
25485,13091,0.00011662669634721867
25485,19836,3.083662324488965e-05
11094,29224,9.569085860133733e-06
11094,17940,1.1978051664965113e-05
11094,21255,0.0002102255011213405
11094,27164,0.00012803227248493564
26385,8964,0.0003002853405128025
26385,15430,0.00046448336579065093
26385,26247,1.571728448452536e-05
18543,20112,-6.166283734876067e-07
18543,18616,0.0003035458374096756
18543,15410,2.1032462272620873e-05
18543,30327,4.6985461272311185e-05
2893,39399,0.00015937596551987505
2893,17801,7.189222526854967e-05
17111,22347,0.00039548801325606627
17111,323,0.0001304679897888261
17111,39432,0.0001189600794932441
3137,26468,0.0004795151669092959
3137,10260,2.8757926129196677e-05
3137,23764,0.00012291951741323176
21265,36099,5.261026966445788e-05
21265,21163,1.923081508982022e-05
15496,33552,1.5909378860742057e-05
15496,28316,2.359539419581634e-05
15496,3579,0.0004038290334360315
5352,8681,0.00015319920722850277
5352,34272,9.358066288167461e-05
26623,40497,0.0001532911563749162
26623,41822,1.356225027365562e-05
26623,34867,0.00020064360666718838
26623,12416,2.675702096661148e-05
15220,37279,5.3950212414191166e-05
15220,34759,0.00041499350162711306
21357,12487,2.4573698048302707e-05
21357,41596,7.393089652410995e-05
21357,33764,1.6812958092970955e-05
20494,25704,4.247846016410845e-06
20494,1112,3.653206175755368e-05
20494,21158,3.449408826708753e-05
576,12648,0.00041317310687759566
576,35913,1.545324238060851e-05
12186,1775,2.70250938150822e-05
12186,14276,1.2210322434393196e-05
15773,2568,0.00015859700465408824
15773,13896,1.772999498243397e-05
15773,12637,0.00014425730150189874
15773,10559,7.535301616698414e-06
3046,8487,0.0011725147733766966
3046,7530,0.0006921363895810099
699,41739,0.00026236386906488337
699,24832,7.047582588266538e-05
6342,18589,0.0005436698290036986
6342,25194,0.004438835777354226
6342,19204,0.0023253745878901028
6342,27662,4.12743106481876e-05
25149,21604,0.0001916781823607621
25149,12481,0.00033845211358183127
21742,4278,1.564423520888474e-05
21742,37657,0.0001540051436219893
13938,33675,5.0204906913139174e-05
13938,3769,1.685096858082672e-05
2611,29807,9.865724574006004e-06
2611,40395,0.0006008486536377207
2611,25430,2.6392674244925693e-05
688,32921,4.231513531569387e-05
688,1392,0.00033792617579860186
10401,27447,0.003089025708281787
10401,23968,0.0002703118456054339
10401,32102,0.0008957507895786829
17212,9616,0.00021049505804886928
17212,23294,1.7682392881000104e-05
17212,24540,6.744427385967018e-05
17212,15950,0.0001229879763154613
20369,32609,5.36019213735798e-05
20369,14690,0.0001335386662444593
24350,10748,2.7704865778859704e-05
24350,5711,0.0002301613795031341
24350,6287,-5.041902361465044e-07
24350,20422,0.0008582165529643187
3441,24900,6.0927502076036616e-06
3441,24429,3.781769217249871e-05
342,39795,6.259810047346939e-05
342,31889,-1.1316116985522663e-05
342,33958,0.0001568768755608371
342,9550,4.931205094904458e-06
7763,18301,2.781906194332485e-05
7763,38937,5.047795975004815e-05
7763,40021,4.979848885242801e-05
17235,36388,1.0772912172679763e-05
17235,16097,1.2008265424833877e-05
12678,35349,-8.73672914036122e-06
12678,6995,9.82201915413711e-05
12678,32054,-5.0231019974846915e-06
12678,13504,8.05859090323176e-06
22731,39386,6.155933013974277e-05
22731,42405,0.0004084989166482997
22731,31312,1.2008265424833877e-05
22731,34322,-6.674248421941377e-06
24954,17647,3.5926623028029082e-06
24954,8739,0.00010377656228301701
24954,30440,2.577298268931605e-05
6657,6056,0.0005378535992067458
6657,38972,0.0003228916261230379
6657,139,1.3168031590738545e-05
17301,25194,0.004438835777354226
17301,24535,0.00017665153832829505
17301,8614,9.369424097502846e-06
3987,1319,4.2734354001025136e-05
3987,11676,2.500449007091849e-05
27102,2233,0.0002827657836904556
27102,33174,3.9896738170738746e-05
16456,37499,1.1520810980425e-05
16456,36689,0.0009527018523517277
16456,25194,0.004438835777354226
16456,14779,0.00011664823143235711
13087,32507,3.30188711799189e-05
13087,10434,0.0017511579773441402
13087,18438,6.422379396804279e-05
13087,10726,4.478647405893256e-05
20012,11803,0.00010512995737705223
20012,14460,3.570557494236105e-05
20012,1020,8.699546761535943e-05
20012,14451,0.0001069039596026974
15904,9663,4.6536522044316e-05
15904,35006,0.00038744582071803513
27358,195,2.7466109690206548e-05
27358,16669,7.072242385922915e-05
27358,26075,2.73547506315302e-05
15854,9290,0.00020728811550845883
15854,26780,1.1429722529026157e-05
15854,15573,0.00014892885651682905
26930,10952,0.0002448637788260761
26930,17406,1.140352711686949e-05
27344,16384,0.00021044270795703607
27344,4505,3.054438718082447e-05
5008,13625,0.00015870941213138318
5008,8892,0.00019399160304957696
5008,15123,2.6379282113855232e-05
13545,1775,2.70250938150822e-05
13545,40534,3.381491843562475e-05
13545,34643,0.0009450815491329414
26051,16702,0.00013229498674207672
26051,34119,1.095495182472924e-05
22380,31860,2.7258446651699393e-05
22380,25807,2.1317058340198628e-05
22380,7587,0.0002678572425985898
3139,11905,3.125210870986963e-05
3139,38871,-7.210499757684502e-05
3139,34641,0.00026987969878511
3139,32997,1.2104442779780853e-05
27182,22285,7.666041897803869e-05
27182,31781,7.356619737792231e-06
10976,8934,5.176354766153566e-05
10976,34338,0.00598232152127657
10976,40344,3.4007940803997087e-05
10976,23170,3.4007940803997087e-05
27505,24333,4.5295870913281e-05
27505,25253,7.397852164824998e-05
27505,16800,0.00023908064505470444
27505,16842,4.677155908043703e-05
6446,8487,0.0011725147733766966
6446,42089,0.0002000734936237868
6446,19180,0.000188836259513448
6446,21081,6.803523484898043e-05
9014,9549,0.00021146845806494543
9014,25910,3.7222367494884096e-05
9014,10538,0.00011205322514440241
23766,38512,2.943167499884953e-05
23766,12088,5.4806012447246565e-05
10614,9628,0.0012414840571240086
10614,26502,9.053793244935427e-05
7490,39147,5.781027725052031e-05
7490,37963,0.0001041998400485405
7490,20057,-3.4732835943598055e-06
7076,12002,0.0002474277290612744
7076,7204,7.093924816380711e-05
7076,27370,-2.8067620834610614e-06
20059,2485,5.270177252456744e-06
20059,369,2.8781117078200604e-05
2628,41568,1.1579422362842672e-05
2628,38314,4.154596087099875e-05
17827,1625,2.6886500666006283e-05
17827,15956,4.626873255222869e-05
17827,3367,0.00014634440544729173
24144,42035,0.0009460412205322419
24144,494,0.00046584395813682456
23917,38295,9.718956770366725e-05
23917,33191,4.064031845010322e-05
23917,29658,-6.022705395115786e-06
25722,15765,0.00018757324093789834
25722,28697,1.4929433312209365e-05
25722,10051,0.00047665712108376635
2756,1756,1.9522734148931477e-05
2756,6655,0.0007053895343454124
2756,16763,5.905063439930753e-05
20769,4562,3.5958654696195095e-05
20769,17804,0.0003050600089156522
20769,29528,6.039185933667571e-05
24467,18264,-5.398942473158246e-07
24467,33190,8.791975488628271e-05
24467,3478,-6.916583213168012e-07
24467,38618,4.2609709069922107e-05
25011,19882,1.56847994461459e-05
25011,3522,2.6952990241371183e-05
239,28141,4.696288485246376e-05
239,4191,0.0020380779639647137
239,25574,6.55580058349218e-06
239,19110,-5.224412540071489e-06
3646,39611,0.000107447493817336
3646,5698,9.519276943766397e-05
3646,34641,0.00026987969878511
8510,7876,0.0004571327895132234
8510,39044,0.00012638573104445356
8510,21628,0.00014641578292027028
5769,26743,4.585929586054561e-06
5769,37521,0.00012538517131902848
5769,36782,1.999285603756323e-05
5769,24416,1.6848613180889702e-05
6043,714,0.00011297015931717643
6043,9251,5.1268584272966676e-05
6043,38420,4.921132483865533e-05
17586,367,0.00011861866338688498
17586,38937,5.047795975004815e-05
17457,10934,2.260835411183426e-05
17457,22244,0.00012889901715829987
13026,19107,1.0793694592424784e-05
13026,19886,0.00015938980747920415
11736,21161,2.7083649411711887e-05
11736,27830,4.293981217267396e-05
2096,16926,0.002062896582873986
2096,14190,1.2317973066401792e-05
2096,36423,5.1923151686440715e-05
3105,36867,0.00011286514035757868
3105,636,2.8116061936585956e-05
21091,7204,7.093924816380711e-05
21091,9349,2.146599753922345e-05
21091,13640,5.943643119921673e-05
21091,24295,0.0007480572818865644
24894,27897,0.0004654445389787834
24894,20490,4.4791875539991126e-05
24894,7313,0.0002301441797706617
24010,6364,0.0003732334579245457
24010,30661,7.628316006015682e-06
14909,37667,0.00014403750195529505
14909,36948,6.778964987148731e-05
14909,22389,2.275155180214043e-05
7482,23968,0.0002703118456054339
7482,13512,0.00015076548758711527
7482,32833,5.847744693914608e-05
18548,3568,3.824009507518844e-05
18548,19811,3.7838848268474335e-05
18548,26199,0.00034408705196468454
25461,16677,9.999258571954046e-05
25461,16424,0.00043544854557457283
25461,1879,5.2933937035351746e-05
5835,15786,5.7915820419427365e-05
5835,40810,4.511031144365647e-05
5835,17047,0.00035294159891828623
11867,4851,0.0010155195823579708
11867,34338,0.00598232152127657
11867,1988,2.9090007413700145e-05
16758,26733,1.7940148015160256e-05
16758,11527,1.9657625955249227e-05
24169,15774,0.00032523265989141517
24169,39468,0.0001336863799271259
24169,31371,0.00011616012172631162
24169,28069,0.00036616453789221817
26616,1911,3.008417745267954e-05
26616,29689,3.0208666537771702e-05
26616,33644,0.0003422859537848767
26616,37392,1.855581768110301e-05
4816,12537,1.3498045259131888e-05
4816,11225,0.00031911947260465873
4816,4725,0.0005327814632726023
14000,24582,3.0826953708306114e-05
14000,14230,0.000722696658887124
14000,23832,0.0005490441928563769
16934,39363,0.00010611175182598661
16934,19353,0.0007959327797269554
16934,37021,0.00010962143232642203
16934,36867,0.00011286514035757868
12312,24404,0.0001907669082317465
12312,19558,0.00011703041543837795
12312,16499,8.512823405566596e-05
22040,17589,7.916731540543934e-05
22040,4410,0.00040233523525402137
15850,25601,1.3410559861245719e-05
15850,35023,0.00032824238638897894
15850,7313,0.0002301441797706617
10341,16728,6.253758971779424e-05
10341,6295,0.0001927171935474146
11492,9628,0.0012414840571240086
11492,36958,0.0004151281242448666
3315,38385,2.1613585482494932e-05
3315,27716,0.00010127832947703883
12960,40250,1.2146547767376752e-05
12960,20329,3.243725386735129e-05
12960,17993,8.937041914282969e-05
149,42415,7.297270566191282e-05
149,34989,1.079012872943743e-05
8239,36673,0.0002450796397189505
8239,8721,2.1980491266518306e-05
8239,19094,6.874211693473976e-05
10089,7544,2.664927470182349e-05
10089,23832,0.0005490441928563769
24913,25919,8.941117287467225e-05
24913,6711,7.957874179022709e-05
12218,18306,0.00011492605508923588
12218,24669,6.407622904747745e-05
24538,35603,0.000973365673282477
24538,12162,1.4288161511537688e-05
24538,26048,1.1192356657629058e-05
6313,30675,5.2294157283136416e-05
6313,8007,0.000677115837710786
6313,28867,0.00037508473851985375
6313,8169,1.4945593480950167e-05
13914,32863,7.206806915617836e-05
13914,36689,0.0009527018523517277
13914,16510,0.0004897183202340533
25939,6683,1.3829326947340948e-05
25939,13073,0.0005135010448768905
25939,28325,2.095035710406452e-06
25939,27903,3.87478307527392e-05
952,27397,1.3851020534956341e-05
952,4202,1.995906401786534e-05
952,41420,6.7745189483954405e-06
20244,19076,8.20091036584713e-05
20244,26136,3.9510346322424405e-05
20244,38871,-7.210499757684502e-05
16857,2398,2.121625961973613e-05
16857,19732,0.00014554661554982797
20765,40429,4.2515336340941914e-06
20765,21491,3.632706404002789e-05
20765,3579,0.0004038290334360315
21704,25844,6.66154493543145e-05
21704,8068,0.0002683881107828904
21704,21524,5.605561409804223e-06
1451,16787,0.0005011180308946339
1451,5965,0.0002324014958955633
24149,8240,2.7825479965408867e-05
24149,33837,0.0006758248093567371
25676,25194,0.004438835777354226
25676,39661,0.00011555863404735805
25676,23134,2.0360845659753112e-05
9789,4351,4.5411260716511215e-05
9789,27567,0.0001515546351148853
9789,3744,4.242778718786948e-05
12664,13708,0.00019710836742097023
12664,38811,1.1926845624529873e-05
12664,19565,1.490266498886501e-05
12664,7473,2.7838542694683625e-05
11830,36689,0.0009527018523517277
11830,11359,4.534860353623181e-05
11830,28606,1.0929135401735371e-05
18262,21125,3.1309445874050695e-05
18262,41134,0.00011786929201143476
18262,26021,0.00018681412918676875
22952,15270,0.00012252777721318074
22952,12592,3.810162943648505e-05
22952,22811,0.00012285019427403285
16710,2473,0.00011292054361444303
16710,29877,3.680290441467214e-05
16710,11922,9.264166055956588e-06
7235,25326,1.4512060870813685e-05
7235,32175,2.249893250242941e-05
7235,5038,9.460688052761658e-05
14211,25944,2.24281961232683e-05
14211,15027,4.883105791566593e-06
14211,4626,0.00011205754632924926
14211,20422,0.0008582165529643187
21508,8487,0.0011725147733766966
21508,16482,1.1655990570569641e-05
12396,5743,1.023800261796091e-05
12396,30633,8.32425752471419e-05
12396,25140,0.00016249438752611122
22577,24145,2.064148536382764e-05
22577,28737,2.68036065270199e-05
22577,25298,0.00029013965186259864
8945,25480,3.3614472130007324e-05
8945,17382,0.00018111040604184504
8945,15932,1.7556970490820115e-05
22543,20607,1.4904264181453826e-05
22543,1819,0.0001153277198466155
21853,12701,9.684541720820831e-05
21853,20034,2.659384842225298e-05
10426,21506,-0.0002065121865559744
10426,20590,2.6838682505330073e-05
10426,33932,4.182598073298459e-05
10426,39580,6.768387381905266e-06
6176,40899,0.00011946442552005843
6176,16999,0.00014944489099445865
13117,7474,-8.750996134265429e-06
13117,11696,8.125683496400081e-05
25835,7563,0.00015600527132549752
25835,36566,4.5775589728423045e-05
25835,41237,2.0676573738979584e-05
3679,1385,0.00014016016654739766
3679,31612,0.0001578128158630277
3679,25080,1.7902973428635525e-05
19456,31170,2.6110157304811137e-05
19456,17974,0.00015644533795673748
19456,14498,6.426890430428013e-05
19456,6821,1.370206096969146e-05
7795,24175,6.34623994270494e-06
7795,3579,0.0004038290334360315
26498,10585,5.9734755883570235e-05
26498,16755,1.7838495683592768e-05
26498,7439,9.399119669385466e-05
26498,38565,2.9491133793951303e-05
221,12920,2.501726944380985e-05
221,17046,2.851191080419628e-05
23879,13730,5.323818741007311e-05
23879,13278,2.2255261951501654e-05
22444,28926,0.00021258914672911308
22444,12301,8.287645046415027e-05
22444,35775,0.00016278311351297704
3672,36209,2.2381622959701654e-05
3672,4701,0.00022464366565609357
3672,14536,0.0008649686522243663
13158,714,0.00011297015931717643
13158,39835,0.0003443447079241105
18455,9644,7.228622346478092e-06
18455,35099,-0.0001400280232979989
4601,25111,6.265516844908623e-05
4601,32922,4.0371994122842237e-05
4601,35944,3.121644520980825e-06
7423,28669,0.0003472408085119307
7423,21927,1.1428156985007871e-06
12938,38517,9.495455881004885e-05
12938,36689,0.0009527018523517277
12938,8253,2.8234818367846448e-05
12938,16758,1.4807701638923166e-05
26732,20991,0.0001512298520282318
26732,14615,2.480197526370224e-05
26336,1443,5.105190784500129e-06
26336,40884,0.00047151621455537163
26336,29001,2.9554285076924268e-05
959,19802,0.00046356140912598117
959,27390,1.280581358388305e-05
25420,18984,7.774395076545559e-06
25420,33680,1.3098872266948796e-05
25420,10217,2.567513441719571e-05
25420,32981,1.9735584380232254e-05
17948,38768,7.822322152331637e-06
17948,621,0.00018532215865343156
17948,13972,6.274441154203817e-05
13033,7358,7.769935932559534e-05
13033,33644,0.0003422859537848767
3914,40854,0.0001250479063836862
3914,33858,5.289607973704076e-06
3914,36316,1.0270632876486858e-05
5647,11625,-4.560644456279568e-06
5647,39634,5.623999055476606e-05
5647,5507,2.7874863670103365e-05
18008,35004,8.373258166997877e-06
18008,5562,3.973606801744115e-05
18008,29059,8.120485323546601e-05
10031,36689,0.0009527018523517277
10031,8226,3.9312255416743995e-05
10031,35905,4.928459017353829e-05
20075,333,-9.176654978898173e-06
20075,39609,0.00015317867805852541
20075,2233,0.0002827657836904556
8698,27609,6.108332683517806e-05
8698,28058,1.148069856377206e-06
19441,9574,-3.532363533122089e-05
19441,39233,1.7515410964262262e-05
19441,8656,8.419443309417002e-05
19407,11254,2.016000973910851e-05
19407,27679,0.00010089553625479368
21629,41580,4.001426023075405e-05
21629,20243,8.771519991310598e-05
21629,16894,7.800870657326312e-05
21629,28423,0.00015901117251188542
15670,40522,0.0006008929705760846
15670,30605,8.141646378258941e-05
1239,36689,0.0009527018523517277
1239,23832,0.0005490441928563769
6245,8608,9.20908387729417e-05
6245,508,0.0001822533523499288
6245,2564,0.00014782699688433833
125,8411,0.0002479043061625155
125,13711,4.184878383793873e-05
125,40884,0.00047151621455537163
125,1682,8.275996088395698e-06
19897,19364,-5.7822513818839714e-06
19897,29934,5.8520092074847836e-05
19897,1052,0.0001523990938086951
19897,21265,0.00030601361648834784
7881,14985,0.0011083355726194915
7881,28609,2.6309039837387673e-05
7881,40812,4.588948836868562e-05
12973,10434,0.0017511579773441402
12973,10051,0.00047665712108376635
2385,25850,0.00017797044895047045
2385,31842,5.22266830443392e-05
2385,27487,-1.6044518382523108e-06
2385,33124,1.2769243786139138e-05
3943,9362,0.0001090048984235099
3943,20237,2.50290588403367e-05
7664,36990,0.0003327527682930311
7664,8923,1.3482891005552157e-05
14515,15974,0.0002607538947656791
14515,18615,1.3851335768932874e-05
14515,3167,2.862491332989635e-05
14515,20290,8.640817432023683e-06
14940,28603,0.00023642983192017475
14940,34338,0.00598232152127657
14940,15469,1.04863352668843e-05
20328,32228,3.6726699257311404e-05
20328,36867,0.00011286514035757868
20328,19204,0.0023253745878901028
19529,19155,0.00013819609594367712
19529,18589,0.0005436698290036986
19529,26076,1.3615258283591549e-05
16065,32004,-3.0859568913524197e-06
16065,33280,0.00021724667560306507
8841,21036,2.6617744220260613e-05
8841,8964,0.0003002853405128025
8841,5126,0.00023416463848781462
11609,37558,2.9971075752245278e-05
11609,38752,2.9971075752245278e-05
11609,15151,7.404508206271073e-05
11609,33084,0.00017379789869452735
20428,11101,0.0003391703936781129
20428,33143,1.0268360712487466e-05
9211,37852,4.247056691785335e-05
9211,9308,2.124079474058381e-05
9211,8352,1.9416262987868785e-05
9211,4725,0.0005327814632726023
3077,14635,7.01211628653823e-05
3077,27761,0.0007598574317881664
3077,35430,0.0009505661386187624
412,6651,0.0007736616480470058
412,8943,0.0003128880690347477
412,35969,2.6589132309446757e-05
8655,35007,8.907113104677264e-06
8655,13297,0.00029219503406086993
8655,33222,0.00019037015262370928
5604,21459,3.560810720900873e-07
5604,17634,5.49014079156731e-05
5604,7397,4.5975958111035035e-05
929,41414,3.974919450190217e-05
929,25240,4.9557901573147125e-05
1445,2988,0.00018034844655906226
1445,36689,0.0009527018523517277
1445,14294,1.803451808767436e-05
20254,31998,3.066819975255126e-05
20254,29333,0.00025862274307048656
19656,42035,0.0009460412205322419
19656,2611,5.548849754839513e-05
19656,13297,0.00029219503406086993
23555,25645,1.74126588557317e-05
23555,38978,1.28452957539551e-05
23555,22597,2.550603441149195e-05
14775,6292,9.626082996654719e-06
14775,42084,8.365664215922747e-06
4698,22244,0.00012889901715829987
4698,24716,9.910855630678879e-05
4698,3188,2.8686954210041866e-05
22631,6285,0.00024556341407233
22631,12381,4.2901339459717776e-05
4207,8382,0.00014842360374958783
4207,39603,-5.177367189656569e-07
4207,9475,1.90954840811082e-05
21910,31559,3.216920935451891e-05
21910,554,4.3270131334668154e-05
21910,39475,0.0012180315560103862
24187,28545,5.349092713624708e-05
24187,6304,4.446637786395822e-06
24187,38494,2.168087553964294e-05
15277,36215,2.273999440365249e-05
15277,36188,4.769885435646784e-06
15277,27991,3.7045305174806787e-05
14573,17933,1.629069331686134e-05
14573,2225,7.262796720195834e-05
3285,13591,3.002508347892139e-05
3285,18547,1.0619045229049868e-05
3285,34278,1.736607860825547e-05
18624,15121,6.277299511721368e-05
18624,24476,5.916027206795472e-05
2142,33644,0.0003422859537848767
2142,20447,3.764255313387372e-05
15887,14040,3.996540250634624e-05
15887,13760,3.941559017683792e-06
14778,31427,4.450979071836126e-05
14778,20319,1.9257696755717933e-05
14778,16399,2.3046067114114595e-05
14778,18771,2.2975192598716577e-05
903,10694,3.989632376202802e-05
903,41351,7.840104890562887e-05
903,29936,0.0002230393726523765
10598,5486,5.018612746882931e-05
10598,1541,0.00020276124226289275
2748,7829,-9.519095374308845e-07
2748,23387,2.204455991578253e-05
2748,26540,6.57518003494389e-05
3776,24669,6.407622904747745e-05
3776,12443,1.748060417451632e-05
3776,33190,8.791975488628271e-05
7191,11280,0.000254775726795613
7191,19376,-3.4645215730057597e-07
7191,30175,4.009040783134941e-06
6747,21237,2.7410543503421732e-05
6747,37963,0.0001041998400485405
14686,8951,-3.2148337943159726e-06
14686,19687,5.0106869146437436e-05
15351,16384,0.00021044270795703607
15351,22216,0.00013158879179554713
15351,6117,2.4950694861529928e-05
16803,14713,0.0007842865490128165
16803,24057,0.000808585038944719
16803,30996,1.965683964128529e-05
15332,10578,0.00010910637542831517
15332,13714,5.290870680587604e-06
25605,3260,1.8784514618145456e-05
25605,34133,2.3794225370048385e-05
25605,19279,0.000163033019675317
25605,8370,0.0002395867762267342
15565,11723,0.00011652889589148804
15565,38619,5.008429272659001e-05
15565,42261,2.966809339733963e-05
8125,24057,0.000808585038944719
8125,30030,0.00010886902903766942
8125,35006,0.00038744582071803513
8125,12466,0.00046493897451952045
19035,27621,4.464541216736627e-05
19035,39360,5.5166225707689504e-05
19438,16326,0.0010031965265864418
19438,12204,1.564414488903753e-05
20419,35433,3.0382565892219306e-05
20419,40754,0.0004235575232808144
11833,9574,-3.532363533122089e-05
11833,42547,3.85955231547067e-05
17098,9664,0.00011944063775167197
17098,16746,0.00028404326760937784
5754,31941,0.0004180316487699319
5754,3579,0.0004038290334360315
15702,18328,9.85801816586621e-06
15702,38462,6.359985029570474e-05
27594,30836,2.4394273244378798e-05
27594,16821,0.0001547909050409777
23003,19204,0.0023253745878901028
23003,37515,6.783765044283534e-05
23003,1746,0.00020084340125312396
23003,18406,6.298707794878225e-05
26477,28063,0.0001173551843572123
26477,9820,0.00013436370085818703
26477,31815,0.00022426036947626788
13601,35138,6.046944231445073e-05
13601,26860,5.887926754253657e-05
12919,41665,2.146251933961721e-05
12919,35777,6.976985762124251e-05
12919,18129,0.00010914393431693488
24231,15158,0.00010540791582134884
24231,29285,0.000100944061035451
24231,19377,9.069662264992286e-06
12010,28024,0.0002447152150742593
12010,9122,0.0001273292227942618
7086,11703,0.00014828665760949043
7086,10734,0.00016549599586329058
7086,12412,9.967599163236721e-05
15224,3354,1.2662864715901051e-05
15224,33280,0.00021724667560306507
12632,35985,5.063002649515476e-05
12632,7377,0.0012645902967371157
12632,26936,-5.295377818061066e-06
13483,38684,3.0527302561882824e-06
13483,27391,1.8506467624979045e-05
